report_id,contaminant,authorization,limit,amount_released
265916,Sewage,,0.0,0.00001 gals (est.)
265921,Sewage,,0.0,0.00001 gals (est.)
265923,Sewage,,0.0,234.0 gals (est.)
265925,Sewage,,0.0,1480.0 gals (est.)
265926,Sewage,,0.0,0.00001 gals (est.)
265933,Sewage,,0.0,0.00001 gals (est.)
265935,Sewage,,0.0,0.00001 gals (est.)
265939,Sewage,,0.0,0.00001 gals (est.)
265940,Sewage,,0.0,442.0 gals (est.)
265941,Sewage,,0.0,0.00001 gals (est.)
265942,Sewage,,0.0,0.00001 gals (est.)
265943,Sewage,,0.0,1656.0 gals (est.)
265944,Opacity,Permit 8097,3.0 % op,25.0 % op (est.)
265946,Natural Gas VOCs,No specific emissions authorizations for this EPN,0.0,122213.0 lbs (est.)
265949,Sewage,,0.0,40.0 gals (est.)
265969,Sewage,,0.0,0.00001 gals (est.)
265971,Opacity,30 TAC 111,20.0 % op,45.0 % op (est.)
265978,Sewage,,0.0,750.0 gals (est.)
265980,Sewage,,0.0,500.0 gals (est.)
265994,Sewage,,0.0,200.0 gals (est.)
265998,DIESEL OIL #2/GUAR GUM,,25.0 gals,150.0 gals
265999,Carbon Monoxide,NSR 48944,0.0,179.53 lbs (est.)
265999,Hydrogen Sulfide,NSR 48944,0.0,13.01 lbs (est.)
265999,NATURAL GAS,NSR 48944,0.0,124.1 lbs (est.)
265999,Nitrogen dioxide,NSR 48944,0.0,22.48 lbs (est.)
265999,Nitrogen oxide,NSR 48944,0.0,67.45 lbs (est.)
265999,Sulfur dioxide,NSR 48944,0.0,1200.29 lbs (est.)
266004,Sewage,,0.0,900.0 gals (est.)
266005,Sewage,,0.0,600.0 gals (est.)
266006,Sewage,,0.0,10000.0 gals (est.)
266007,Sewage,,0.0,1800.0 gals (est.)
266009,Sewage,,0.0,57.0 gals (est.)
266010,Sewage,,0.0,575.0 gals (est.)
266012,Particulate Matter,6093,3.13 LBS/HR,7.8 lbs (est.)
266013,Sewage,,0.0,388800.0 gals (est.)
266014,Sewage,,0.0,4125.0 gals (est.)
266015,Sewage,,0.0,315.0 gals (est.)
266016,Sewage,,0.0,260.0 gals (est.)
266018,Benzene,SOP O-3120,10.0 TONS/YR,15.44 lbs (est.)
266018,Butane,SOP O-3120,25.0 TONS/YR,1763.52 lbs (est.)
266018,Carbon Monoxide,SOP O-3120,250.0 TONS/YR,3906.45 lbs (est.)
266018,Cyclohexane,SOP O-3120,10.0 TONS/YR,71.45 lbs (est.)
266018,Ethylbenzene,SOP O-3120,10.0 TONS/YR,1.17 lbs (est.)
266018,Heptane (or n-),SOP O-3120,25.0 TONS/YR,206.32 lbs (est.)
266018,Hexane,SOP O-3120,25.0 TONS/YR,452.86 lbs (est.)
266018,Nitrogen Oxides,SOP O-3120,250.0 TONS/YR,1956.77 lbs (est.)
266018,Nonane,SOP O-3120,25.0 TONS/YR,21.13 lbs (est.)
266018,Octane,SOP O-3120,25.0 TONS/YR,59.59 lbs (est.)
266018,Pentane,SOP O-3120,25.0 TONS/YR,1144.93 lbs (est.)
266018,Propane,SOP O-3120,25.0 TONS/YR,2313.73 lbs (est.)
266018,Toluene,SOP O-3120,10.0 TONS/YR,15.18 lbs (est.)
266018,Xylene,SOP O-3120,10.0 TONS/YR,4.66 lbs (est.)
266018,decane,SOP O-3120,25.0 TONS/YR,32.03 lbs (est.)
266018,Butane,SOP O-3120,25.0 TONS/YR,58.8 lbs (est.)
266018,Carbon Monoxide,SOP O-3120,250.0 TONS/YR,3097.61 lbs (est.)
266018,Cyclohexane,SOP O-3120,10.0 TONS/YR,0.53 lbs (est.)
266018,Heptane (or n-),SOP O-3120,25.0 TONS/YR,3.11 lbs (est.)
266018,Hexane,SOP O-3120,25.0 TONS/YR,5.88 lbs (est.)
266018,Nitrogen Oxides,SOP O-3120,250.0 TONS/YR,1551.62 lbs (est.)
266018,Octane,SOP O-3120,25.0 TONS/YR,1.42 lbs (est.)
266018,Pentane,SOP O-3120,25.0 TONS/YR,19.26 lbs (est.)
266018,Propane,SOP O-3120,25.0 TONS/YR,221.43 lbs (est.)
266018,Toluene,SOP O-3120,10.0 TONS/YR,0.57 lbs (est.)
266018,Butane,SOP O-3120,25.0 TONS/YR,77.49 lbs (est.)
266018,Carbon Monoxide,SOP O-3120,250.0 TONS/YR,4082.36 lbs (est.)
266018,Cyclohexane,SOP O-3120,10.0 TONS/YR,0.7 lbs (est.)
266018,Heptane (or n-),SOP O-3120,25.0 TONS/YR,4.1 lbs (est.)
266018,Hexane,SOP O-3120,25.0 TONS/YR,7.75 lbs (est.)
266018,Nitrogen Oxides,SOP O-3120,250.0 TONS/YR,2044.89 lbs (est.)
266018,Octane,SOP O-3120,25.0 TONS/YR,1.87 lbs (est.)
266018,Pentane,SOP O-3120,25.0 TONS/YR,655.77 lbs (est.)
266018,Propane,SOP O-3120,25.0 TONS/YR,291.83 lbs (est.)
266018,Toluene,SOP O-3120,10.0 TONS/YR,0.75 lbs (est.)
266019,Benzene,18897,0.01 LBS/HR,21.0 lbs (est.)
266020,Carbon Monoxide,34473,0.0,16.0 lbs (est.)
266020,Hydrogen Sulfide,34473,0.0,6.0 lbs (est.)
266020,NOX,34473,0.0,8.0 lbs (est.)
266020,Non-Methane Non-Ethane Natural Gas,34473,0.0,47.0 lbs (est.)
266020,Sulfur dioxide,34473,0.0,518.0 lbs (est.)
266021,Carbon Monoxide,permit #74857,0.0,8.0 lbs (est.)
266021,Hydrogen Sulfide,permit #74857,0.0,5.45 lbs (est.)
266021,Nitrogen Oxides,permit #74857,0.0,0.93 lbs (est.)
266021,Sulfur dioxide,permit #74857,0.0,508.05 lbs (est.)
266021,VOC,permit #74857,0.0,2.04 lbs (est.)
266029,Hydrogen Sulfide,116.715(a),0.0,17.0 lbs (est.)
266029,Sulfur dioxide,116.715(a),100.0 LBS/HR,3222.0 lbs (est.)
266035,Sewage,,0.0,10000.0 gals (est.)
266036,Sewage,,0.0,2000.0 gals (est.)
266037,Sewage,,0.0,20.0 gals (est.)
266038,Sewage,,0.0,135.0 gals (est.)
266040,Sewage,,0.0,150.0 gals (est.)
266041,Sewage,,0.0,1000.0 gals (est.)
266047,Carbon Monoxide,TCEQ Air Permit No. 9649,0.33 LBS/HR,7.0 lbs (est.)
266047,Hydrogen Sulfide,TCEQ Air Permit No. 9649,0.1 LBS/HR,34.3 lbs (est.)
266047,Non-Methane Non-Ethane Natural Gas,TCEQ Air Permit No. 9649,0.2 LBS/HR,51.0 lbs (est.)
266047,Oxides of Nitrogen (NOx),TCEQ Air Permit No. 9649,0.1 LBS/HR,0.8 lbs (est.)
266047,Sulfur dioxide,TCEQ Air Permit No. 9649,3.04 LBS/HR,3165.0 lbs (est.)
266048,Sulfur dioxide,NSR Permit 46396,10.67 LBS/HR,501.0 lbs (est.)
266048,Sulfur dioxide,NSR Permit 46396,10.67 LBS/HR,501.0 lbs (est.)
266049,Carbon Monoxide,146337,0.0,960.0 lbs (est.)
266049,Hydrogen Sulfide,146337,0.0,3.97 lbs (est.)
266049,NATURAL GAS,146337,0.0,968.0 lbs (est.)
266049,Nitrogen Oxides (NOx),146337,0.0,481.0 lbs (est.)
266049,Sulfur dioxide,146337,0.0,373.0 lbs (est.)
266050,Carbon Monoxide,Std Permit 76810,7.89 TONS/YR,2.32 lbs (est.)
266050,Hydrogen Sulfide,Std Permit 76810,0.42 TONS/YR,0.35 lbs (est.)
266050,NATURAL GAS,Std Permit 76810,5.71 TONS/YR,3.14 lbs (est.)
266050,Nitrogen Oxides (NOx),Std Permit 76810,1.47 TONS/YR,1.17 lbs (est.)
266050,Nitrogen dioxide,Std Permit 76810,0.0,0.06 lbs (est.)
266050,Nitrogen oxide,Std Permit 76810,0.0,1.11 lbs (est.)
266050,Sulfur dioxide,Std Permit 76810,38.87 TONS/YR,32.61 lbs (est.)
266050,Carbon Monoxide,Standard Permit 73563,8.87 TONS/YR,2046.77 lbs (est.)
266050,Hydrogen Sulfide,Standard Permit 73563,0.0,149.26 lbs (est.)
266050,NATURAL GAS,Standard Permit 73563,0.1 TONS/YR,2120.26 lbs (est.)
266050,Nitrogen Oxides (NOx),Standard Permit 73563,8.81 TONS/YR,2046.77 lbs (est.)
266050,Nitrogen dioxide,Standard Permit 73563,0.0,102.34 lbs (est.)
266050,Nitrogen oxide,Standard Permit 73563,0.0,1944.43 lbs (est.)
266050,Sulfur dioxide,Standard Permit 73563,0.0,13748.11 lbs (est.)
266050,Hydrogen Sulfide,NSR Permit 676/PSDTX1246,3.77 LBS/HR,1.69 lbs (est.)
266050,Sulfur dioxide,NSR Permit 676/PSDTX1246,481.7 LBS/HR,21.45 lbs (est.)
266056,1-Butene,NSR #20432,36.92 LBS/HR,0.11 lbs (est.)
266056,Benzene,NSR #20432,36.92 LBS/HR,0.56 lbs (est.)
266056,"Butadiene, 1-3",NSR #20432,36.92 LBS/HR,0.46 lbs (est.)
266056,"Butane, N-",NSR #20432,36.92 LBS/HR,0.29 lbs (est.)
266056,Carbon Monoxide,NSR #20432,122.31 LBS/HR,442.22 lbs (est.)
266056,Ethylene (gaseous),NSR #20432,36.92 LBS/HR,242.71 lbs (est.)
266056,Hexane,NSR #20432,36.92 LBS/HR,2.37 lbs (est.)
266056,Isobutane,NSR #20432,36.92 LBS/HR,0.2 lbs (est.)
266056,Isobutylene,NSR #20432,36.92 LBS/HR,0.15 lbs (est.)
266056,Isopentane,NSR #20432,36.92 LBS/HR,4.16 lbs (est.)
266056,Nitrogen Oxides,NSR #20432,23.74 LBS/HR,86.78 lbs (est.)
266056,"Pentane, N-",NSR #20432,36.92 LBS/HR,5.64 lbs (est.)
266056,Propane,NSR #20432,36.92 LBS/HR,4.62 lbs (est.)
266056,Propylene,NSR #20432,36.92 LBS/HR,32.17 lbs (est.)
266056,Toluene,NSR #20432,36.92 LBS/HR,18.38 lbs (est.)
266056,Carbon Monoxide,NSR #20432,91.17 LBS/HR,0.25 lbs (est.)
266056,Ethylene (gaseous),NSR #20432,24.58 LBS/HR,0.02 lbs (est.)
266056,Isopentane,NSR #20432,24.58 LBS/HR,0.01 lbs (est.)
266056,Nitrogen Oxides,NSR #20432,17.53 LBS/HR,0.05 lbs (est.)
266056,"Pentane, N-",NSR #20432,24.58 LBS/HR,0.01 lbs (est.)
266056,Propane,NSR #20432,24.58 LBS/HR,0.01 lbs (est.)
266056,Propylene,NSR #20432,24.58 LBS/HR,0.06 lbs (est.)
266056,Toluene,NSR #20432,24.58 LBS/HR,0.03 lbs (est.)
266057,Sewage,,0.0,0.00001 gals (est.)
266058,Sewage,,0.0,0.00001 gals (est.)
266059,Sewage,,0.0,0.00001 gals (est.)
266065,Opacity,1388,20.0 % op,48.0 % op (est.)
266073,Acetylene,19168/PSDTX1226,761.65 LBS/HR,16.31 lbs (est.)
266073,Benzene,19168/PSDTX1226,761.65 LBS/HR,117.47 lbs (est.)
266073,Butadiene,19168/PSDTX1226,761.65 LBS/HR,2706.89 lbs (est.)
266073,Butane,19168/PSDTX1226,761.65 LBS/HR,100.96 lbs (est.)
266073,Butene,19168/PSDTX1226,761.65 LBS/HR,1310.96 lbs (est.)
266073,Carbon Dioxide,19168/PSDTX1226,761.65 LBS/HR,1.36 lbs (est.)
266073,Carbon Monoxide,19168/PSDTX1226,6221.16 LBS/HR,6897.65 lbs (est.)
266073,Cyclopentadiene,19168/PSDTX1226,761.65 LBS/HR,25.5 lbs (est.)
266073,Ethane,19168/PSDTX1226,761.65 LBS/HR,431.84 lbs (est.)
266073,Ethylene (gaseous),19168/PSDTX1226,761.65 LBS/HR,5826.74 lbs (est.)
266073,Heptane (or n-),19168/PSDTX1226,761.65 LBS/HR,3.01 lbs (est.)
266073,Hexane,19168/PSDTX1226,761.65 LBS/HR,10.91 lbs (est.)
266073,Hydrogen,19168/PSDTX1226,761.65 LBS/HR,89.93 lbs (est.)
266073,Hydrogen Sulfide,19168/PSDTX1226,761.65 LBS/HR,0.34 lbs (est.)
266073,Isoprene,19168/PSDTX1226,761.65 LBS/HR,29.48 lbs (est.)
266073,Methane,19168/PSDTX1226,761.65 LBS/HR,254.45 lbs (est.)
266073,Methyl Acetylene,19168/PSDTX1226,761.65 LBS/HR,17.85 lbs (est.)
266073,Nitric oxide,19168/PSDTX1226,861.34 LBS/HR,1024.32 lbs (est.)
266073,Nitrogen dioxide,19168/PSDTX1226,861.34 LBS/HR,53.91 lbs (est.)
266073,Nonane,19168/PSDTX1226,761.65 LBS/HR,20.6 lbs (est.)
266073,Octane,19168/PSDTX1226,761.65 LBS/HR,2.29 lbs (est.)
266073,Pentane,19168/PSDTX1226,761.65 LBS/HR,1.37 lbs (est.)
266073,Pentene,19168/PSDTX1226,761.65 LBS/HR,13.86 lbs (est.)
266073,Propadiene,19168/PSDTX1226,761.65 LBS/HR,4.94 lbs (est.)
266073,Propane,19168/PSDTX1226,761.65 LBS/HR,2011.96 lbs (est.)
266073,Propylene (Propene),19168/PSDTX1226,761.65 LBS/HR,147.73 lbs (est.)
266073,Styrene,19168/PSDTX1226,761.65 LBS/HR,41.73 lbs (est.)
266073,Toluene,19168/PSDTX1226,761.65 LBS/HR,142.07 lbs (est.)
266073,Xylene,19168/PSDTX1226,761.65 LBS/HR,93.4 lbs (est.)
266075,Carbon Monoxide,TCEQ AIR PERMIT NO. 16754,6.78 LBS/HR,4616.0 lbs (est.)
266075,Hydrogen Sulfide,TCEQ AIR PERMIT NO. 16754,0.01 LBS/HR,51.7 lbs (est.)
266075,Non-Methane Non-Ethane Natural Gas,TCEQ AIR PERMIT NO. 16754,1.68 LBS/HR,2095.0 lbs (est.)
266075,Oxides of Nitrogen (NOx),TCEQ AIR PERMIT NO. 16754,1.47 LBS/HR,538.3 lbs (est.)
266075,Sulfur dioxide,TCEQ AIR PERMIT NO. 16754,0.03 LBS/HR,4773.0 lbs (est.)
266077,Propylene (Propene),4825A,2.01 LBS/HR,1680.0 lbs (est.)
266078,Carbon Monoxide,76076,0.0,494.0 lbs (est.)
266078,Hydrogen Sulfide,76076,0.0,24.0 lbs (est.)
266078,NOX,76076,0.0,248.0 lbs (est.)
266078,Non-Methane Non-Ethane Natural Gas,76076,0.0,531.0 lbs (est.)
266078,Sulfur dioxide,76076,0.0,2248.0 lbs (est.)
266079,Nitrogen Oxides (NOx),No specific emissions authorizations for this facility,0.0,1408.0 lbs (est.)
266080,Carbon Monoxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,903.0 lbs (est.)
266080,Hydrogen Sulfide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,43.0 lbs (est.)
266080,NATURAL GAS,Emergency Flaring - No specific emissions authorizations for this facility,0.0,808.0 lbs (est.)
266080,Nitrogen Oxides (NOx),Emergency Flaring - No specific emissions authorizations for this facility,0.0,453.0 lbs (est.)
266080,Sulfur dioxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,3940.0 lbs (est.)
266081,Carbon Monoxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,1065.0 lbs (est.)
266081,Hydrogen Sulfide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,37.0 lbs (est.)
266081,Natural Gas VOCs,Emergency Flaring - No specific emissions authorizations for this facility,0.0,1097.0 lbs (est.)
266081,Nitrogen Oxides (NOx),Emergency Flaring - No specific emissions authorizations for this facility,0.0,533.0 lbs (est.)
266081,Sulfur dioxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,3376.0 lbs (est.)
266082,Carbon Monoxide,No specific emissions authorizations for this facility,0.0,185.0 lbs (est.)
266082,Hydrogen Sulfide,No specific emissions authorizations for this facility,0.0,9.0 lbs (est.)
266082,NATURAL GAS,No specific emissions authorizations for this facility,0.0,206.0 lbs (est.)
266082,Nitrogen Oxides (NOx),No specific emissions authorizations for this facility,0.0,92.0 lbs (est.)
266082,Sulfur dioxide,No specific emissions authorizations for this facility,0.0,846.0 lbs (est.)
266083,Carbon Monoxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,188.0 lbs (est.)
266083,Hydrogen Sulfide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,14.0 lbs (est.)
266083,Natural Gas VOCs,Emergency Flaring - No specific emissions authorizations for this facility,0.0,212.0 lbs (est.)
266083,Nitrogen Oxides (NOx),Emergency Flaring - No specific emissions authorizations for this facility,0.0,94.0 lbs (est.)
266083,Sulfur dioxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,1318.0 lbs (est.)
266084,Carbon Monoxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,203.0 lbs (est.)
266084,Hydrogen Sulfide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,10.0 lbs (est.)
266084,Natural Gas VOCs,Emergency Flaring - No specific emissions authorizations for this facility,0.0,221.0 lbs (est.)
266084,Nitrogen Oxides,Emergency Flaring - No specific emissions authorizations for this facility,0.0,102.0 lbs (est.)
266084,Sulfur dioxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,911.0 lbs (est.)
266085,Carbon Monoxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,198.0 lbs (est.)
266085,Hydrogen Sulfide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,27.0 lbs (est.)
266085,NATURAL GAS,Emergency Flaring - No specific emissions authorizations for this facility,0.0,149.0 lbs (est.)
266085,Nitrogen Oxides (NOx),Emergency Flaring - No specific emissions authorizations for this facility,0.0,99.0 lbs (est.)
266085,Sulfur dioxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,2518.0 lbs (est.)
266086,Carbon Monoxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,242.0 lbs (est.)
266086,Hydrogen Sulfide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,22.0 lbs (est.)
266086,NATURAL GAS,Emergency Flaring - No specific emissions authorizations for this facility,0.0,349.0 lbs (est.)
266086,Nitrogen Oxides (NOx),Emergency Flaring - No specific emissions authorizations for this facility,0.0,121.0 lbs (est.)
266086,Sulfur dioxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,2044.0 lbs (est.)
266087,Carbon Monoxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,2070.0 lbs (est.)
266087,Hydrogen Sulfide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,167.0 lbs (est.)
266087,Natural Gas VOCs,Emergency Flaring - No specific emissions authorizations for this facility,0.0,1598.0 lbs (est.)
266087,Nitrogen Oxides (NOx),Emergency Flaring - No specific emissions authorizations for this facility,0.0,1037.0 lbs (est.)
266087,Sulfur dioxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,15364.0 lbs (est.)
266088,Carbon Monoxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,2001.0 lbs (est.)
266088,Hydrogen Sulfide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,181.0 lbs (est.)
266088,Natural Gas VOCs,Emergency Flaring - No specific emissions authorizations for this facility,0.0,1537.0 lbs (est.)
266088,Nitrogen Oxides (NOx),Emergency Flaring - No specific emissions authorizations for this facility,0.0,1002.0 lbs (est.)
266088,Sulfur dioxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,16730.0 lbs (est.)
266089,Carbon Monoxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,971.0 lbs (est.)
266089,Hydrogen Sulfide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,9.0 lbs (est.)
266089,NATURAL GAS,Emergency Flaring - No specific emissions authorizations for this facility,0.0,767.0 lbs (est.)
266089,Nitrogen Oxides (NOx),Emergency Flaring - No specific emissions authorizations for this facility,0.0,487.0 lbs (est.)
266089,Sulfur dioxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,858.0 lbs (est.)
266090,Carbon Monoxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,150.0 lbs (est.)
266090,Hydrogen Sulfide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,12.0 lbs (est.)
266090,NATURAL GAS,Emergency Flaring - No specific emissions authorizations for this facility,0.0,61.0 lbs (est.)
266090,Nitrogen Oxides (NOx),Emergency Flaring - No specific emissions authorizations for this facility,0.0,75.0 lbs (est.)
266090,Sulfur dioxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,1073.0 lbs (est.)
266091,Carbon Monoxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,235.0 lbs (est.)
266091,Hydrogen Sulfide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,15.0 lbs (est.)
266091,NATURAL GAS,Emergency Flaring - No specific emissions authorizations for this facility,0.0,130.0 lbs (est.)
266091,Nitrogen Oxides (NOx),Emergency Flaring - No specific emissions authorizations for this facility,0.0,118.0 lbs (est.)
266091,Sulfur dioxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,1417.0 lbs (est.)
266092,Carbon Monoxide,Emergency Flaring - No specific emissions authorizations for this facility,5000.0 lbs,425.0 lbs (est.)
266092,Hydrogen Sulfide,Emergency Flaring - No specific emissions authorizations for this facility,100.0 lbs,35.0 lbs (est.)
266092,NATURAL GAS,Emergency Flaring - No specific emissions authorizations for this facility,5000.0 lbs,341.0 lbs (est.)
266092,Nitrogen Oxides (NOx),Emergency Flaring - No specific emissions authorizations for this facility,5000.0 lbs,213.0 lbs (est.)
266092,Sulfur dioxide,Emergency Flaring - No specific emissions authorizations for this facility,500.0 lbs,3262.0 lbs (est.)
266093,Carbon Monoxide,31070,0.0,347.0 lbs (est.)
266093,Hydrogen Sulfide,31070,0.0,12.0 lbs (est.)
266093,NOX,31070,0.0,174.0 lbs (est.)
266093,Non-Methane Non-Ethane Natural Gas,31070,0.0,405.0 lbs (est.)
266093,VOC,31070,0.0,1135.0 lbs (est.)
266094,Carbon Monoxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,313.0 lbs (est.)
266094,Hydrogen Sulfide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,27.0 lbs (est.)
266094,NATURAL GAS,Emergency Flaring - No specific emissions authorizations for this facility,0.0,194.0 lbs (est.)
266094,Nitrogen Oxides (NOx),Emergency Flaring - No specific emissions authorizations for this facility,0.0,157.0 lbs (est.)
266094,Sulfur dioxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,2455.0 lbs (est.)
266095,Carbon Monoxide,30098,0.0,207.0 lbs (est.)
266095,Hydrogen Sulfide,30098,0.0,12.0 lbs (est.)
266095,NOX,30098,0.0,104.0 lbs (est.)
266095,Non-Methane Non-Ethane Natural Gas,30098,0.0,285.0 lbs (est.)
266095,Sulfur dioxide,30098,0.0,1132.0 lbs (est.)
266096,Carbon Monoxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,392.0 lbs (est.)
266096,Hydrogen Sulfide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,40.0 lbs (est.)
266096,NATURAL GAS,Emergency Flaring - No specific emissions authorizations for this facility,0.0,271.0 lbs (est.)
266096,Nitrogen Oxides (NOx),Emergency Flaring - No specific emissions authorizations for this facility,0.0,196.0 lbs (est.)
266096,Sulfur dioxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,3695.0 lbs (est.)
266097,Carbon Monoxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,468.0 lbs (est.)
266097,Hydrogen Sulfide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,35.0 lbs (est.)
266097,NATURAL GAS,Emergency Flaring - No specific emissions authorizations for this facility,0.0,266.0 lbs (est.)
266097,Nitrogen Oxides (NOx),Emergency Flaring - No specific emissions authorizations for this facility,0.0,235.0 lbs (est.)
266097,Sulfur dioxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,3225.0 lbs (est.)
266099,Carbon Monoxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,437.0 lbs (est.)
266099,Hydrogen Sulfide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,32.0 lbs (est.)
266099,NATURAL GAS,Emergency Flaring - No specific emissions authorizations for this facility,0.0,325.0 lbs (est.)
266099,Nitrogen Oxides (NOx),Emergency Flaring - No specific emissions authorizations for this facility,0.0,219.0 lbs (est.)
266099,Sulfur dioxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,2939.0 lbs (est.)
266100,Carbon Monoxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,483.0 lbs (est.)
266100,Hydrogen Sulfide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,32.0 lbs (est.)
266100,NATURAL GAS,Emergency Flaring - No specific emissions authorizations for this facility,0.0,288.0 lbs (est.)
266100,Nitrogen Oxides (NOx),Emergency Flaring - No specific emissions authorizations for this facility,0.0,242.0 lbs (est.)
266100,Sulfur dioxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,2921.0 lbs (est.)
266101,Carbon Monoxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,522.0 lbs (est.)
266101,Hydrogen Sulfide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,72.0 lbs (est.)
266101,NATURAL GAS,Emergency Flaring - No specific emissions authorizations for this facility,0.0,377.0 lbs (est.)
266101,Nitrogen Oxides (NOx),Emergency Flaring - No specific emissions authorizations for this facility,0.0,261.0 lbs (est.)
266101,Sulfur dioxide,Emergency Flaring - No specific emissions authorizations for this facility,0.0,6684.0 lbs (est.)
266102,"Wastewater discharge, municipal",,0.0,1300.0 gals
266103,Carbon Monoxide,48976,0.0,308.0 lbs (est.)
266103,Hydrogen Sulfide,48976,0.0,12.0 lbs (est.)
266103,NOX,48976,0.0,154.0 lbs (est.)
266103,Non-Methane Non-Ethane Natural Gas,48976,0.0,363.0 lbs (est.)
266103,Sulfur dioxide,48976,0.0,1124.0 lbs (est.)
266105,Diesel fuel,,0.0,Unknown
266105,Sodium hydroxide,,0.0,500.0 gals (est.)
266106,Opacity,NSR Permit 813,20.0 % op,100.0 % op (est.)
266106,Opacity,NSR Permit 812,20.0 % op,100.0 % op (est.)
266106,Opacity,NSR Permit 812,20.0 % op,100.0 % op (est.)
266109,Carbon Monoxide,31069,0.0,525.0 lbs (est.)
266109,Hydrogen Sulfide,31069,0.0,36.0 lbs (est.)
266109,NOX,31069,0.0,263.0 lbs (est.)
266109,Non-Methane Non-Ethane Natural Gas,31069,0.0,637.0 lbs (est.)
266109,Sulfur dioxide,31069,0.0,3287.0 lbs (est.)
266110,Acetylene,19168/PSDTX1226,761.65 LBS/HR,2500.0 lbs (est.)
266110,Benzene,19168/PSDTX1226,761.65 LBS/HR,22000.0 lbs (est.)
266110,Butadiene,19168/PSDTX1226,761.65 LBS/HR,45000.0 lbs (est.)
266110,Butane,19168/PSDTX1226,761.65 LBS/HR,15100.0 lbs (est.)
266110,Butene,19168/PSDTX1226,761.65 LBS/HR,27000.0 lbs (est.)
266110,Carbon Dioxide,19168/PSDTX1226,761.65 LBS/HR,30.0 lbs (est.)
266110,Carbon Monoxide,19168/PSDTX1226,6221.16 LBS/HR,108387.13 lbs (est.)
266110,Cyclopentadiene,19168/PSDTX1226,761.65 LBS/HR,5000.0 lbs (est.)
266110,Ethane,19168/PSDTX1226,761.65 LBS/HR,56500.0 lbs (est.)
266110,Ethylene (gaseous),19168/PSDTX1226,761.65 LBS/HR,100000.0 lbs (est.)
266110,Fuel Oil,19168/PSDTX1226,761.65 LBS/HR,200.0 lbs (est.)
266110,HEPTANE (OR N-),19168/PSDTX1226,761.65 LBS/HR,450.0 lbs (est.)
266110,Hexane,19168/PSDTX1226,761.65 LBS/HR,2500.0 lbs (est.)
266110,Hydrogen,19168/PSDTX1226,761.65 LBS/HR,4000.0 lbs (est.)
266110,Hydrogen Sulfide,19168/PSDTX1226,761.65 LBS/HR,6.57 lbs (est.)
266110,Isoprene,19168/PSDTX1226,761.65 LBS/HR,4200.0 lbs (est.)
