report_id,contaminant,authorization,limit,amount_released
217273,1-Butene,#20432,2000.0 LBS/HR,337.0 lbs (est.)
217273,Acetylene,#20432,2000.0 LBS/HR,77.0 lbs (est.)
217273,Benzene,#20432,2000.0 LBS/HR,5093.0 lbs (est.)
217273,"Butane, N-",#20432,2000.0 LBS/HR,217.0 lbs (est.)
217273,Carbon Monoxide,#20432,2282.17 LBS/HR,41931.0 lbs (est.)
217273,Cis-2-butene,#20432,2000.0 LBS/HR,314.0 lbs (est.)
217273,Ethane,#20432,2000.0 LBS/HR,4517.0 lbs (est.)
217273,Ethylene (gaseous),#20432,2000.0 LBS/HR,16796.0 lbs (est.)
217273,Hexane,#20432,2000.0 LBS/HR,248.0 lbs (est.)
217273,Hydrogen,#20432,2000.0 LBS/HR,2056.0 lbs (est.)
217273,Isobutane,#20432,2000.0 LBS/HR,75.0 lbs (est.)
217273,Isobutylene,#20432,2000.0 LBS/HR,460.0 lbs (est.)
217273,Isopentane,#20432,2000.0 LBS/HR,434.0 lbs (est.)
217273,Methane,#20432,2000.0 LBS/HR,11966.0 lbs (est.)
217273,Nitrogen Oxides,#20432,315.97 LBS/HR,6092.0 lbs (est.)
217273,"Pentane, N-",#20432,2000.0 LBS/HR,589.0 lbs (est.)
217273,Propane,#20432,2000.0 LBS/HR,6134.0 lbs (est.)
217273,Propylene,#20432,2000.0 LBS/HR,11838.0 lbs (est.)
217273,Toluene,#20432,2000.0 LBS/HR,1921.0 lbs (est.)
217273,"1,3-BUTADIENE",#20432,2000.0 LBS/HR,584.0 lbs (est.)
217273,1-Butene,#20432,2000.0 LBS/HR,207.0 lbs (est.)
217273,Acetylene,#20432,2000.0 LBS/HR,45.0 lbs (est.)
217273,Benzene,#20432,2000.0 LBS/HR,3819.0 lbs (est.)
217273,"Butane, N-",#20432,2000.0 LBS/HR,127.0 lbs (est.)
217273,Carbon Monoxide,#20432,2282.17 LBS/HR,22434.0 lbs (est.)
217273,Cis-2-butene,#20432,2000.0 LBS/HR,198.0 lbs (est.)
217273,Ethane,#20432,2000.0 LBS/HR,2561.0 lbs (est.)
217273,Ethylene (gaseous),#20432,2000.0 LBS/HR,9965.0 lbs (est.)
217273,Hexane,#20432,2000.0 LBS/HR,137.0 lbs (est.)
217273,Hydrogen,#20432,2000.0 LBS/HR,952.0 lbs (est.)
217273,Isobutane,#20432,2000.0 LBS/HR,39.0 lbs (est.)
217273,Isobutylene,#20432,2000.0 LBS/HR,282.0 lbs (est.)
217273,Isopentane,#20432,2000.0 LBS/HR,240.0 lbs (est.)
217273,Methane,#20432,2000.0 LBS/HR,5887.0 lbs (est.)
217273,Nitrogen Oxides,#20432,315.97 LBS/HR,3183.0 lbs (est.)
217273,"Pentane, N-",#20432,2000.0 LBS/HR,326.0 lbs (est.)
217273,Propane,#20432,2000.0 LBS/HR,3383.0 lbs (est.)
217273,Propylene,#20432,2000.0 LBS/HR,5002.0 lbs (est.)
217273,Toluene,#20432,2000.0 LBS/HR,1063.0 lbs (est.)
217273,Visible Emissions,#20432,0.0,50.0 % op (est.)
217380,Carbon Monoxide,76070,119.25 LBS/HR,3261.21 lbs (est.)
217380,Nitrogen oxide,76070,77.97 LBS/HR,1428.04 lbs (est.)
217380,Propane,76070 (as VOC),76.63 LBS/HR,2481.02 lbs (est.)
217380,Propylene (Propene),76070 (as VOC),76.63 LBS/HR,1324.46 lbs (est.)
217452,"Butane, N-",Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,4.76 lbs (est.)
217452,"Butenes, All Isomers",Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,12.13 lbs (est.)
217452,Carbon Monoxide,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,3736.48 LBS/HR,181.11 lbs (est.)
217452,Ethylene (gaseous),Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,6.22 lbs (est.)
217452,Hydrogen Sulfide,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,15.78 LBS/HR,7.9 lbs (est.)
217452,Isobutane,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,1.03 lbs (est.)
217452,Nitrogen Oxides (NOx),Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,1747.18 LBS/HR,33.23 lbs (est.)
217452,Propane,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,12.81 lbs (est.)
217452,Propylene,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,11.68 lbs (est.)
217452,Sulfur dioxide,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,3242.67 LBS/HR,728.34 lbs (est.)
217452,VOC (unspeciated),Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,4.82 lbs (est.)
217509,Hydrogen Sulfide,Permit No. 46396,1.06 LBS/HR,12.44 lbs (est.)
217509,Sulfur dioxide,Permit No. 46396,37.8 LBS/HR,558.83 lbs (est.)
217510,Benzene,NSR 21265,0.0,13.53 lbs (est.)
217583,Butane,N/A,0.0,5.0 lbs (est.)
217583,Ethylene (gaseous),N/A,0.0,24.0 lbs (est.)
217583,Hexane,N/A,0.0,189.0 lbs (est.)
217583,Hexene,N/A,0.0,345.0 lbs (est.)
217583,Pentane,N/A,0.0,1184.0 lbs (est.)
217643,Vinylidene chloride,0,0.0,800.0 lbs (est.)
217658,"1,3-BUTADIENE",Permit 21101 (as VOC),416.5 LBS/HR,18.3 lbs (est.)
217658,Benzene,Permit 21101 (as VOC),416.5 LBS/HR,24.5 lbs (est.)
217658,Carbon Monoxide,Permit 21101,362.1 LBS/HR,11437.7 lbs (est.)
217658,Ethylene (gaseous),Permit 21101 (as VOC),416.5 LBS/HR,13159.7 lbs (est.)
217658,NOX,Permit 21101,90.68 LBS/HR,1637.6 lbs (est.)
217658,Other VOCs,Permit 21101 (as VOC),416.5 LBS/HR,187.4 lbs (est.)
217687,Benzene,5953,13.22 LBS/HR,12.0 lbs (est.)
217687,Butane,5953,13.22 LBS/HR,0.1 lbs (est.)
217687,Ethylbenzene,5953,13.22 LBS/HR,18.0 lbs (est.)
217687,Hexane,5953,13.22 LBS/HR,80.0 lbs (est.)
217687,Isopentane,5963,13.22 LBS/HR,21.0 lbs (est.)
217687,"Pentane, N-",5953,13.22 LBS/HR,31.0 lbs (est.)
217687,Toluene,5953,13.22 LBS/HR,71.0 lbs (est.)
217687,Xylene,5953,13.22 LBS/HR,120.0 lbs (est.)
217706,Butane,NSR Permit No. 38754; Flare Subcap,228.27 LBS/HR,490.76 lbs (est.)
217706,Carbon Monoxide,NSR Permit No. 38754; Flare Subcap,516.23 LBS/HR,891.6 lbs (est.)
217706,Hydrogen Sulfide,NSR Permit No. 38754; Flare Subcap,0.28 LBS/HR,0.02 lbs (est.)
217706,NOX,NSR Permit No. 38754; Flare Subcap,84.29 LBS/HR,174.97 lbs (est.)
217706,Pentane,NSR Permit No. 38754; Flare Subcap,228.27 LBS/HR,1004.79 lbs (est.)
217706,Propane,NSR Permit No. 38754; Flare Subcap,228.27 LBS/HR,97.46 lbs (est.)
217706,Sulfur dioxide,NSR Permit No. 38754; Flare Subcap,26.3 LBS/HR,1.8 lbs (est.)
217706,VOC,NSR Permit No. 38754; Flare Subcap,228.27 LBS/HR,24.54 lbs (est.)
217758,Butane,Not specifically authorized.,6117.32 LBS/HR,11325.45 lbs (est.)
217758,Isobutane,Not specifically authorized.,6117.32 LBS/HR,67441.8 lbs (est.)
217758,Isopentane,Not specifically authorized.,6117.32 LBS/HR,422.84 lbs (est.)
217758,Propane,Not specifically authorized.,6117.32 LBS/HR,4392.66 lbs (est.)
217758,Sulfur dioxide,Not specifically authorized.,3242.67 LBS/HR,234.68 lbs (est.)
217838,"1,3-BUTADIENE",NSR Permit No.: 20485,0.0,8.8 lbs (est.)
217852,Ammonia,Air Permit 19296,0.02 LBS/HR,0.01 lbs (est.)
217852,Butanes,Air Permit 19296,3.51 LBS/HR,1233.87 lbs (est.)
217852,Carbon Monoxide,Air Permit 19296,12.1 LBS/HR,4195.29 lbs (est.)
217852,Ethylene (gaseous),Air Permit 19296,3.51 LBS/HR,939.25 lbs (est.)
217852,Hydrogen Sulfide,Air Permit 19296,0.0,0.01 lbs (est.)
217852,Oxides of Nitrogen (NOx),Air Permit 19296,5.76 LBS/HR,1675.97 lbs (est.)
217852,Propane,Air Permit 19296,3.51 LBS/HR,2543.38 lbs (est.)
217852,Propylene (Propene),Air Permit 19296,3.51 LBS/HR,550.16 lbs (est.)
217852,Sulfur dioxide,Air Permit 19296,0.47 LBS/HR,1.02 lbs (est.)
217907,Butane,76070 (as VOC),76.63 LBS/HR,276.76 lbs (est.)
217907,C5+ (not including benzene),76070 (as VOC),76.63 LBS/HR,127.43 lbs (est.)
217907,Carbon Monoxide,76070,119.25 LBS/HR,841.43 lbs (est.)
217907,Isobutane,76070 (as VOC),76.63 LBS/HR,246.7 lbs (est.)
217907,Nitrogen oxide,76070,77.97 LBS/HR,550.17 lbs (est.)
217907,Propane,76070 (as VOC),76.63 LBS/HR,177.95 lbs (est.)
217937,Carbon Monoxide,NSR 8125,35.05 LBS/HR,383.0 lbs (est.)
217937,Methanol,NSR 8125 (VOC),0.53 LBS/HR,21.0 lbs (est.)
217937,Nitrogen Oxides,NSR 8125,6.88 LBS/HR,88.0 lbs (est.)
217937,Other,NSR 8125 (VOC),0.53 LBS/HR,4.6 lbs (est.)
217937,Carbon Monoxide,NSR 8125,0.0,1402.0 lbs (est.)
217937,Methanol,NSR 8125 (VOC),0.0,9.0 lbs (est.)
217937,Nitrogen Oxides,NSR 8125,0.0,245.0 lbs (est.)
217937,Other,NSR 8125 (VOC),0.0,4.2 lbs (est.)
217937,"Ammonia, anhydrous",NSR 8125,5.59 LBS/HR,91.0 lbs (est.)
217937,Carbon Monoxide,NSR 8125,27.46 LBS/HR,14.0 lbs (est.)
217937,Nitrogen Oxides,NSR 8125,16.15 LBS/HR,1013.0 lbs (est.)
217975,"2,2-DIMETHYLBUTANE",6056,0.0,5.9 lbs (est.)
217975,"2,2-Dimethylpentane",6056,0.0,1.1 lbs (est.)
217975,"2,3-Dimethylpentane",6056,0.0,0.7 lbs (est.)
217975,"2,3-dimethylbutane",6056,0.0,3.6 lbs (est.)
217975,"2,4-dimethylpentane",6056,0.0,6.1 lbs (est.)
217975,2-Methylhexane,6056,0.0,6.3 lbs (est.)
217975,2-methylpentane,6056,0.0,16.4 lbs (est.)
217975,"3,3-Dimethylpentane",6056,0.0,1.4 lbs (est.)
217975,3-ethylpentane,6056,0.0,1.0 lbs (est.)
217975,3-methylhexane,6056,0.0,8.4 lbs (est.)
217975,3-methylpentane,6056,0.0,10.7 lbs (est.)
217975,Benzene,6056,0.0,2.4 lbs (est.)
217975,"Butane, N-",6056,0.0,55.1 lbs (est.)
217975,Carbon Monoxide,6056,0.0,148.0 lbs (est.)
217975,Dimethylcyclopentane,6056,0.0,0.4 lbs (est.)
217975,Ethane,6056,0.0,113.7 lbs (est.)
217975,Ethylcyclopentane,6056,0.0,0.2 lbs (est.)
217975,HEPTANE (OR N-),6056,0.0,5.8 lbs (est.)
217975,Heptene,6056,0.0,1.3 lbs (est.)
217975,"Hexane, n",6056,0.0,11.2 lbs (est.)
217975,Hexene,6056,0.0,2.2 lbs (est.)
217975,Hydrogen,6056,0.0,143.0 lbs (est.)
217975,Hydrogen Sulfide,6056,0.0,70.0 lbs (est.)
217975,Methane,6056,0.0,144.1 lbs (est.)
217975,Methylcyclohexane,6056,0.0,0.1 lbs (est.)
217975,Methylcyclopentane,6056,0.0,0.2 lbs (est.)
217975,Octanes,6056,0.0,6.4 lbs (est.)
217975,Oxides of Nitrogen (NOx),6056,0.0,29.0 lbs (est.)
217975,"Pentane, N-",6056,0.0,27.0 lbs (est.)
217975,Pentene,6056,0.0,1.9 lbs (est.)
217975,Propane,6056,0.0,154.0 lbs (est.)
217975,Sulfur dioxide,6056,0.0,6469.0 lbs (est.)
217975,Toluene,6056,0.0,21.0 lbs (est.)
217975,i-Pentane,6056,0.0,51.1 lbs (est.)
217975,i-butane,6056,0.0,158.2 lbs (est.)
218039,"1,3-BUTADIENE",No specific Authorization,0.0,945.66 lbs (est.)
218039,Benzene,No specific Authorization,0.0,358.16 lbs (est.)
218039,Butanes,No specific Authorization,0.0,4329.03 lbs (est.)
218039,"Butenes, All Isomers",No specific Authorization,0.0,63.34 lbs (est.)
218039,Carbon Monoxide,No specific Authorization,0.0,83405.28 lbs (est.)
218039,Ethylbenzene,No specific Authorization,0.0,30.19 lbs (est.)
218039,Ethylene (gaseous),No specific Authorization,0.0,4583.39 lbs (est.)
218039,Isobutane,No specific Authorization,0.0,352.84 lbs (est.)
218039,Isobutylene,No specific Authorization,0.0,412.81 lbs (est.)
218039,Nitrogen dioxide,No specific Authorization,0.0,797.0 lbs (est.)
218039,Nitrogen oxide,No specific Authorization,0.0,15143.21 lbs (est.)
218039,Pentanes,No specific Authorization,0.0,1060.5 lbs (est.)
218039,Propane,No specific Authorization,0.0,9671.01 lbs (est.)
218039,Propylene,No specific Authorization,0.0,12717.68 lbs (est.)
218039,Toluene,No specific Authorization,0.0,73.27 lbs (est.)
218039,Xylenes,No specific Authorization,0.0,24.34 lbs (est.)
218061,"1,3-BUTADIENE",Permit # 20432,968.35 LBS/HR,1088.0 lbs (est.)
218061,1-Butene,Permit # 20432,968.35 LBS/HR,146.0 lbs (est.)
218061,Benzene,Permit # 20432,968.35 LBS/HR,853.0 lbs (est.)
218061,"Butane, N-",Permit # 20432,968.35 LBS/HR,239.0 lbs (est.)
218061,Carbon Monoxide,Permit # 20432,1561.78 LBS/HR,86770.0 lbs (est.)
218061,Cis-2-butene,Permit # 20432,968.35 LBS/HR,41.0 lbs (est.)
218061,Ethylene (gaseous),Permit # 20432,968.35 LBS/HR,36711.0 lbs (est.)
218061,Nitrogen Oxides (NOx),Permit # 20432,216.23 LBS/HR,12336.0 lbs (est.)
218061,Propane,Permit # 20432,968.35 LBS/HR,6969.0 lbs (est.)
218061,Propylene,Permit # 20432,968.35 LBS/HR,4730.0 lbs (est.)
218061,Styrene,Permit # 20432,968.35 LBS/HR,57.0 lbs (est.)
218061,Toluene,Permit # 20432,968.35 LBS/HR,910.0 lbs (est.)
218061,Trans-2-butene,Permit # 20432,968.35 LBS/HR,81.0 lbs (est.)
218101,"1,3-BUTADIENE",TCEQ Air Permit No. 22690,0.0,0.02 lbs (est.)
218101,Acetylene,TCEQ Air Permit No. 22690,0.0,0.01 lbs (est.)
218101,Benzene,TCEQ Air Permit No. 22690,0.0,4.78 lbs (est.)
218101,Butane,TCEQ Air Permit No. 22690,0.0,0.04 lbs (est.)
218101,"Butenes, All Isomers",TCEQ Air Permit No. 22690,0.0,0.01 lbs (est.)
218101,C5+ (not including benzene),TCEQ Air Permit No. 22690,0.01 lbs,42.99 lbs (est.)
218101,Carbon Monoxide,TCEQ Air Permit No. 22690,0.64 lbs,251.48 lbs (est.)
218101,Ethylene (gaseous),TCEQ Air Permit No. 22690,0.0,340.67 lbs (est.)
218101,Nitrogen Oxides (NOx),TCEQ Air Permit No. 22690,0.12 lbs,34.82 lbs (est.)
218101,Propane,TCEQ Air Permit No. 22690,0.04 lbs,0.25 lbs (est.)
218101,Propylene (Propene),TCEQ Air Permit No. 22690,0.01 lbs,63.19 lbs (est.)
218101,"1,3-BUTADIENE",TCEQ Air Permit No. 22690,0.43 lbs,2.34 lbs (est.)
218101,Acetylene,TCEQ Air Permit No. 22690,0.22 lbs,1.0 lbs (est.)
218101,Benzene,TCEQ Air Permit No. 22690,0.35 lbs,1.6 lbs (est.)
218101,Butanes,TCEQ Air Permit No. 22690,0.81 lbs,3.13 lbs (est.)
218101,"Butenes, All Isomers",TCEQ Air Permit No. 22690,0.89 lbs,3.28 lbs (est.)
218101,C5+ (not including benzene),TCEQ Air Permit No. 22690,3.11 lbs,14.43 lbs (est.)
218101,Carbon Monoxide,TCEQ Air Permit No. 22690,360.64 lbs,1427.0 lbs (est.)
218101,Ethylene (gaseous),TCEQ Air Permit No. 22690,253.5 lbs,1179.72 lbs (est.)
218101,Nitrogen Oxides (NOx),TCEQ Air Permit No. 22690,68.31 lbs,196.54 lbs (est.)
218101,Propane,TCEQ Air Permit No. 22690,2.03 lbs,8.9 lbs (est.)
218101,Propylene (Propene),TCEQ Air Permit No. 22690,35.85 lbs,253.53 lbs (est.)
218118,Benzene,NSR Permit No. 2937,37.2 LBS/HR,0.00011 lbs (est.)
218118,Carbon Monoxide,NSR Permit No. 2937,357.5 LBS/HR,0.00015 lbs (est.)
218118,Nitrogen Oxides,NSR Permit No. 2937,218.9 LBS/HR,0.00002 lbs (est.)
218118,Unspeciated VOCs,NSR Permit No. 2937,392.49 LBS/HR,0.00028 lbs (est.)
218122,"1,3-BUTADIENE",TCEQ Air Permit No. 22690,0.0,25.55 lbs (est.)
218122,Acetylene,TCEQ Air Permit No. 22690,0.0,29.89 lbs (est.)
218122,Benzene,TCEQ Air Permit No. 22690,0.0,19.39 lbs (est.)
218122,Butane,TCEQ Air Permit No. 22690,0.01 lbs,18.81 lbs (est.)
218122,"Butenes, All Isomers",TCEQ Air Permit No. 22690,0.0,8.0 lbs (est.)
218122,C5+ (not including benzene),TCEQ Air Permit No. 22690,0.01 lbs,174.54 lbs (est.)
218122,Carbon Monoxide,TCEQ Air Permit No. 22690,0.34 lbs,8332.3 lbs (est.)
218122,Ethylene (gaseous),TCEQ Air Permit No. 22690,0.0,6416.42 lbs (est.)
218122,Nitrogen Oxides (NOx),TCEQ Air Permit No. 22690,0.07 lbs,1153.74 lbs (est.)
218122,Propane,TCEQ Air Permit No. 22690,0.01 lbs,54.35 lbs (est.)
218122,Propylene (Propene),TCEQ Air Permit No. 22690,0.0,180.03 lbs (est.)
218122,"1,3-BUTADIENE",TCEQ Air Permit No. 22690,0.16 lbs,86.99 lbs (est.)
218122,Acetylene,TCEQ Air Permit No. 22690,0.28 lbs,71.21 lbs (est.)
218122,Benzene,TCEQ Air Permit No. 22690,4.9 lbs,40.3 lbs (est.)
218122,Butanes,TCEQ Air Permit No. 22690,0.22 lbs,55.49 lbs (est.)
218122,"Butenes, All Isomers",TCEQ Air Permit No. 22690,0.42 lbs,19.15 lbs (est.)
218122,C5+ (not including benzene),TCEQ Air Permit No. 22690,4.4 lbs,362.7 lbs (est.)
218122,Carbon Monoxide,TCEQ Air Permit No. 22690,13.0 lbs,22029.79 lbs (est.)
218122,Ethylene (gaseous),TCEQ Air Permit No. 22690,64.59 lbs,17233.68 lbs (est.)
218122,Nitrogen Oxides (NOx),TCEQ Air Permit No. 22690,2.5 lbs,3029.23 lbs (est.)
218122,Propane,TCEQ Air Permit No. 22690,1.2 lbs,185.86 lbs (est.)
218122,Propylene (Propene),TCEQ Air Permit No. 22690,6.0 lbs,649.57 lbs (est.)
218122,Acetylene,TCEQ Air Permit No. 22690,0.0,7.0 lbs (est.)
218122,Carbon Monoxide,TCEQ Air Permit No. 22690,0.0,6.0 lbs (est.)
218122,Ethylene (gaseous),TCEQ Air Permit No. 22690,0.0,2232.0 lbs (est.)
218122,Propylene (Propene),TCEQ Air Permit No. 22690,0.0,12.0 lbs (est.)
218123,Hydrogen Sulfide,46396,0.13 LBS/HR,49.88 lbs (est.)
218123,Sulfur dioxide,46396,10.67 LBS/HR,4564.5 lbs (est.)
218123,Hydrogen Sulfide,46396,0.13 LBS/HR,4.76 lbs (est.)
218123,Sulfur dioxide,46396,10.67 LBS/HR,438.91 lbs (est.)
218208,Ethylene dichloride,7699/PSDTX266M7,5.86 TONS/YR,5.603 lbs (est.)
218208,Hydrochloric acid,7699/PSDTX266M7,1.37 TONS/YR,0.5706 lbs (est.)
218208,VCM,7699/PSDTX266M7,7.85 TONS/YR,2.5079 lbs (est.)
218289,Opacity,NSR 46426,5.0 % op,100.0 % op (est.)
218292,Carbon Dioxide,NSR 56496,0.001 LBS/HR,411.08 lbs (est.)
218292,Ethane,NSR 56496,0.001 LBS/HR,2573.66 lbs (est.)
218292,Ethylene (gaseous),NSR 56496,0.001 LBS/HR,5378.98 lbs (est.)
218292,Hydrogen,NSR 56496,0.001 LBS/HR,3035.15 lbs (est.)
218292,Methane,NSR 56496,0.001 LBS/HR,124802.68 lbs (est.)
218292,NITROGEN,NSR 56496,0.001 LBS/HR,26755.18 lbs (est.)
218292,Propane,NSR 56496,0.001 LBS/HR,1065.28 lbs (est.)
218336,"1,3-BUTADIENE",Portions may be authoirized under Permit #18287/PSD-TX-730M4/PAL4,6117.32 LBS/HR,1.04 lbs (est.)
218336,1-Butene + Isobutylene,Portions may be authoirized under Permit #18287/PSD-TX-730M4/PAL4,6117.32 LBS/HR,2.41 lbs (est.)
218336,"Butane, N-",Portions may be authoirized under Permit #18287/PSD-TX-730M4/PAL4,6117.32 LBS/HR,9.65 lbs (est.)
218336,"Butane, i",Portions may be authoirized under Permit #18287/PSD-TX-730M4/PAL4,6117.32 LBS/HR,15.67 lbs (est.)
218336,Carbon Monoxide,Portions may be authoirized under Permit #18287/PSD-TX-730M4/PAL4,3736.48 LBS/HR,47.6 lbs (est.)
218336,Cis-butene-2,Portions may be authoirized under Permit #18287/PSD-TX-730M4/PAL4,6117.32 LBS/HR,0.8 lbs (est.)
218336,Ethylene (gaseous),Portions may be authoirized under Permit #18287/PSD-TX-730M4/PAL4,6117.32 LBS/HR,1.52 lbs (est.)
218336,Hydrogen Sulfide,Portions may be authoirized under Permit #18287/PSD-TX-730M4/PAL4,15.78 LBS/HR,0.3 lbs (est.)
218336,Nitrogen Oxides (NOx),Portions may be authoirized under Permit #18287/PSD-TX-730M4/PAL4,1747.18 LBS/HR,8.75 lbs (est.)
218336,Propane,Portions may be authoirized under Permit #18287/PSD-TX-730M4/PAL4,6117.32 LBS/HR,6.2 lbs (est.)
218336,Propylene,Portions may be authoirized under Permit #18287/PSD-TX-730M4/PAL4,6117.32 LBS/HR,2.48 lbs (est.)
218336,Sulfur dioxide,Portions may be authoirized under Permit #18287/PSD-TX-730M4/PAL4,3242.67 LBS/HR,27.28 lbs (est.)
218336,Trans-2-butene,Portions may be authoirized under Permit #18287/PSD-TX-730M4/PAL4,6117.32 LBS/HR,1.05 lbs (est.)
218336,VOC( unspeciated),Portions may be authoirized under Permit #18287/PSD-TX-730M4/PAL4,6117.32 LBS/HR,50.4 lbs (est.)
218336,1-Butene + Isobutylene,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,9.39 lbs (est.)
218336,"Butane, N-",Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,9.86 lbs (est.)
218336,"Butane, i",Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,16.99 lbs (est.)
218336,Carbon Monoxide,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,3736.48 LBS/HR,15.59 lbs (est.)
218336,Cis-butene-2,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,3.57 lbs (est.)
218336,Ethylene (gaseous),Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,1.65 lbs (est.)
218336,Hydrogen Sulfide,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,15.78 LBS/HR,0.94 lbs (est.)
218336,Nitrogen Oxides (NOx),Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,1747.18 LBS/HR,2.87 lbs (est.)
218336,Propane,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,4.15 lbs (est.)
218336,Propylene,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,4.13 lbs (est.)
218336,Sulfur dioxide,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,3242.67 LBS/HR,86.73 lbs (est.)
218336,Trans-2-butene,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,4.91 lbs (est.)
218336,VOC( unspeciated),Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,66.95 lbs (est.)
218336,1-Butene + Isobutylene,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,9.02 lbs (est.)
218336,"Butane, N-",Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,9.51 lbs (est.)
218336,"Butane, i",Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,17.89 lbs (est.)
218336,Carbon Monoxide,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,3736.48 LBS/HR,73.62 lbs (est.)
218336,Cis-butene-2,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,3.6 lbs (est.)
218336,Ethylene (gaseous),Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,2.71 lbs (est.)
218336,Hydrogen Sulfide,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,15.78 LBS/HR,1.05 lbs (est.)
218336,Nitrogen Oxides (NOx),Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,1747.18 LBS/HR,14.45 lbs (est.)
218336,Propane,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,9.85 lbs (est.)
218336,Propylene,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,10.83 lbs (est.)
218336,Sulfur dioxide,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,3242.67 LBS/HR,89.9 lbs (est.)
218336,Trans-2-butene,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,4.97 lbs (est.)
218336,VOC( unspeciated),Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,57.58 lbs (est.)
218336,1-Butene + Isobutylene,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,0.37 lbs (est.)
218336,"Butane, N-",Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,2.11 lbs (est.)
218336,"Butane, i",Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,1.43 lbs (est.)
218336,C5+ (not including benzene),Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,6.53 lbs (est.)
218336,Carbon Monoxide,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,3736.48 LBS/HR,27.89 lbs (est.)
218336,Cis-butene-2,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,0.09 lbs (est.)
218336,Ethylene (gaseous),Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,0.52 lbs (est.)
218336,Hydrogen Sulfide,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,15.78 LBS/HR,0.16 lbs (est.)
218336,Nitrogen Oxides (NOx),Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,1747.18 LBS/HR,5.12 lbs (est.)
218336,Propane,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,2.82 lbs (est.)
218336,Propylene,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,6117.32 LBS/HR,0.61 lbs (est.)
218336,Sulfur dioxide,Portions may be authorized under Permit #18287/PSD-TX-730M4/PAL7,3242.67 LBS/HR,7.76 lbs (est.)
